datapath,port,rx-pkts,rx-bytes,rx-error,tx-pkts,tx-bytes,tx-error,duration-sec,duration-nsec
0000000000000004,       1,  518390,348931859,       0,     766,  177029,       0,1360,600000000
0000000000000004,       2,     792,  185921,       0,  518366,348924215,       0,1360,833000000
0000000000000004,       3,      69,   23034,       0,     955,  251016,       0,1360,601000000
0000000000000004,fffffffe,       0,       0,       0,     709,  242178,       0,1360,602000000
0000000000000002,       1,      73,   23838,       0,     947,  249408,       0,1361,18000000
0000000000000002,       2,    1000,  265278,       0,      29,    8226,       0,1360,996000000
0000000000000002,fffffffe,       0,       0,       0,     707,  241494,       0,1360,997000000
0000000000000014,       1,     758,  257244,       0,     269,   16140,       0,1359,497000000
0000000000000014,fffffffe,       0,       0,       0,     709,  242178,       0,1359,210000000
0000000000000012,       1,    1026,  275580,       0,       1,      60,       0,1359,757000000
0000000000000012,fffffffe,       0,       0,       0,     715,  244230,       0,1359,719000000
0000000000000016,       1,    1012,  271638,       0,       3,     180,       0,1359,67000000
0000000000000016,fffffffe,       0,       0,       0,     709,  242178,       0,1359,51000000
0000000000000017,       1,    1002,  267090,       0,      24,    7644,       0,1358,981000000
0000000000000017,       2,      74,   23334,       0,     960,  251598,       0,1358,980000000
0000000000000017,fffffffe,       0,       0,       0,     711,  242862,       0,1358,984000000
000000000000001a,       1,  519047,349082987,       0,     102,   25235,       0,1358,234000000
000000000000001a,       2,     149,   41309,       0,  519006,349069529,       0,1358,239000000
000000000000001a,fffffffe,       0,       0,       0,     707,  241494,       0,1357,12000000
0000000000000013,       1,    1019,  272904,       0,       1,      60,       0,1359,655000000
0000000000000013,fffffffe,       0,       0,       0,     708,  241836,       0,1359,615000000
000000000000000b,       1,      70,   22530,       0,     951,  250494,       0,1360,327000000
000000000000000b,       2,     873,  220998,       0,     165,   53328,       0,1360,327000000
000000000000000b,       3,     184,   60672,       0,     847,  213234,       0,1360,327000000
000000000000000b,fffffffe,       0,       0,       0,     709,  242178,       0,1360,288000000
0000000000000006,       1,      78,   24138,       0,     954,  249546,       0,1360,555000000
0000000000000006,       2,  518793,348995837,       0,     368,  115925,       0,1360,556000000
0000000000000006,       3,     162,   52866,       0,     872,  220656,       0,1360,556000000
0000000000000006,       4,     285,   86693,       0,  518878,349023779,       0,1360,539000000
0000000000000006,fffffffe,       0,       0,       0,     706,  241152,       0,1360,540000000
000000000000001d,       1,    1019,  272904,       0,       3,     180,       0,1356,816000000
000000000000001d,       2,    1029,  275196,       0,       7,     420,       0,1356,815000000
000000000000001d,fffffffe,       0,       0,       0,     707,  241494,       0,1356,799000000
0000000000000015,       1,     999,  266628,       0,      23,    7020,       0,1359,98000000
0000000000000015,       2,      67,   22068,       0,     949,  250092,       0,1359,97000000
0000000000000015,fffffffe,       0,       0,       0,     706,  241152,       0,1359,101000000
0000000000000019,       1,     116,   37980,       0,     907,  234882,       0,1358,605000000
0000000000000019,       2,     957,  250854,       0,      71,   22872,       0,1358,605000000
0000000000000019,fffffffe,       0,       0,       0,     707,  241494,       0,1358,475000000
0000000000000011,       1,    1018,  273972,       0,       4,     240,       0,1359,844000000
0000000000000011,fffffffe,       0,       0,       0,     711,  242862,       0,1359,847000000
000000000000001b,       1,  519071,349091759,       0,      79,   17369,       0,1356,920000000
000000000000001b,       2,      93,   30678,       0,     926,  241662,       0,1356,936000000
000000000000001b,       3,      30,    1739,       0,  519070,349092263,       0,1356,937000000
000000000000001b,fffffffe,       0,       0,       0,     706,  241152,       0,1356,923000000
0000000000000018,       1,      93,   31242,       0,     935,  244176,       0,1358,909000000
0000000000000018,       2,     978,  259164,       0,      51,   15750,       0,1358,714000000
0000000000000018,fffffffe,       0,       0,       0,     713,  243546,       0,1358,718000000
000000000000001c,       1,     988,  262866,       0,      27,    8106,       0,1356,849000000
000000000000001c,       2,      67,   22068,       0,     950,  249306,       0,1356,879000000
000000000000001c,fffffffe,       0,       0,       0,     706,  241152,       0,1356,853000000
0000000000000019,       1,     116,   37980,       0,     912,  235182,       0,1368,603000000
0000000000000019,       2,     962,  251154,       0,      71,   22872,       0,1368,603000000
0000000000000019,fffffffe,       0,       0,       0,     707,  241494,       0,1368,473000000
0000000000000002,       1,      73,   23838,       0,     952,  249708,       0,1371,23000000
0000000000000002,       2,    1005,  265578,       0,      29,    8226,       0,1371,1000000
0000000000000002,fffffffe,       0,       0,       0,     707,  241494,       0,1371,2000000
0000000000000008,       1,     944,  243870,       0,      94,   29610,       0,1370,443000000
0000000000000008,       2,      73,   23556,       0,     954,  248982,       0,1370,443000000
0000000000000008,       3,     113,   36954,       0,     911,  234840,       0,1370,442000000
0000000000000008,fffffffe,       0,       0,       0,     703,  240126,       0,1370,423000000
0000000000000005,       1,    1031,  275598,       0,       2,     120,       0,1370,570000000
0000000000000005,       2,    1021,  271896,       0,       5,     300,       0,1370,585000000
0000000000000005,fffffffe,       0,       0,       0,     711,  242862,       0,1370,570000000
0000000000000017,       1,    1007,  267390,       0,      24,    7644,       0,1368,979000000
0000000000000017,       2,      74,   23334,       0,     965,  251898,       0,1368,978000000
0000000000000017,fffffffe,       0,       0,       0,     711,  242862,       0,1368,982000000
0000000000000015,       1,    1004,  266928,       0,      23,    7020,       0,1369,96000000
0000000000000015,       2,      67,   22068,       0,     954,  250392,       0,1369,95000000
0000000000000015,fffffffe,       0,       0,       0,     706,  241152,       0,1369,99000000
0000000000000010,       1,    1002,  266244,       0,      28,    7884,       0,1369,954000000
0000000000000010,       2,      74,   24180,       0,     957,  251700,       0,1369,986000000
0000000000000010,fffffffe,       0,       0,       0,     712,  243204,       0,1369,958000000
000000000000001a,       1,  534518,359502659,       0,     102,   25235,       0,1368,232000000
000000000000001a,       2,     149,   41309,       0,  534477,359489201,       0,1368,237000000
000000000000001a,fffffffe,       0,       0,       0,     707,  241494,       0,1367,10000000
0000000000000011,       1,    1023,  274272,       0,       4,     240,       0,1369,842000000
0000000000000011,fffffffe,       0,       0,       0,     711,  242862,       0,1369,845000000
0000000000000006,       1,      78,   24138,       0,     959,  249846,       0,1370,558000000
0000000000000006,       2,  534264,359415509,       0,     368,  115925,       0,1370,559000000
0000000000000006,       3,     162,   52866,       0,     877,  220956,       0,1370,559000000
0000000000000006,       4,     285,   86693,       0,  534349,359443451,       0,1370,542000000
0000000000000006,fffffffe,       0,       0,       0,     706,  241152,       0,1370,543000000
0000000000000003,       1,      99,   32166,       0,     940,  243348,       0,1370,852000000
0000000000000003,       2,    1024,  272076,       0,       9,     540,       0,1370,854000000
0000000000000003,       3,     835,  199217,       0,  533796,359331311,       0,1370,853000000
0000000000000003,       4,     232,   76242,       0,     812,  198726,       0,1370,852000000
0000000000000003,       5,  533554,359254217,       0,    1016,  260837,       0,1370,852000000
0000000000000003,       6,       0,       0,       0,     987,  259140,       0,1370,852000000
0000000000000003,fffffffe,       0,       0,       0,     710,  242520,       0,1370,855000000
0000000000000016,       1,    1017,  271938,       0,       3,     180,       0,1369,70000000
0000000000000016,fffffffe,       0,       0,       0,     709,  242178,       0,1369,54000000
0000000000000012,       1,    1031,  275880,       0,       1,      60,       0,1369,755000000
0000000000000012,fffffffe,       0,       0,       0,     715,  244230,       0,1369,717000000
000000000000000c,       1,     919,  236448,       0,     116,   37416,       0,1370,269000000
000000000000000c,       2,     155,   51318,       0,     873,  221280,       0,1370,269000000
000000000000000c,fffffffe,       0,       0,       0,     708,  241836,       0,1370,246000000
0000000000000009,       1,     977,  257412,       0,      47,   14382,       0,1370,410000000
0000000000000009,       2,      92,   30618,       0,     933,  242646,       0,1370,410000000
0000000000000009,fffffffe,       0,       0,       0,     704,  240468,       0,1370,395000000
